,author,review,rating,date,scores_vader,compound_vader,score_vader,polarity_textblob,subjectivity_textblob,score_textblob
120,b'Rogene Ascano',b'the app was sensational before. but after the update i cant play music offline everytime i had to re download it and after redownloading it and trying to play offline its gone again. it sucks. please fix this i really love this app. (im an android user)',b'Rated 2 stars out of five stars',"b'November 20, 2019'","{'neg': 0.145, 'neu': 0.642, 'pos': 0.213, 'compound': 0.6048}",0.6048,Positive,0.2888888888888889,0.5222222222222221,Positive
121,b'Jon Loh',"b""I've been using your app and its the best I've used ever!! Just a few things, adding an equalizer would be awesome! When a song finishes playing, it doesn't continue to the next song. Pls help fix this, thank you!""",b'Rated 4 stars out of five stars',"b'November 28, 2019'","{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.9499}",0.9499,Positive,0.45,0.35,Positive
122,b'Alicia Jaimon',"b""Help okay so this app finally started working again and it's still easy to download songs and create playlists and all but HOWEVER today when I tries to search up songs to download it won't let me search them up it keeps saying the search is not available Like what is that I need to search for music...\nFull Review""",b'Rated 1 stars out of five stars',"b'January 10, 2020'","{'neg': 0.044, 'neu': 0.874, 'pos': 0.082, 'compound': 0.0734}",0.0734,Positive,0.12666666666666665,0.6266666666666667,Positive
123,b'lizza s',"b""I love this app so much it's the only one ( that ik of ) that allows u to listen offline without paying monthly !!!""",b'Rated 5 stars out of five stars',"b'January 13, 2020'","{'neg': 0.056, 'neu': 0.753, 'pos': 0.191, 'compound': 0.6784}",0.6784,Positive,0.2333333333333333,0.6,Positive
124,b'dragon gaming',b'You can download a song a lisen to it offline',b'Rated 5 stars out of five stars',"b'January 26, 2020'","{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.128}",-0.128,Negative,0.0,0.0,Negative
125,b'Alwin Joseph',"b'When I rotate the phone while playing the song, I was no longer able to play or pause songs. Also, downloaded songs and playlists seems to be lag a lot. Please fix this bug.'",b'Rated 1 stars out of five stars',"b'November 21, 2019'","{'neg': 0.124, 'neu': 0.701, 'pos': 0.175, 'compound': 0.2263}",0.2263,Positive,0.5,0.625,Positive
126,b'Lucy',"b""I love this app but the recent update has messed it up. I can't play or download any songs through wifi or data but I can play all my downloaded songs without wifi or data, please fix this problem, thanks.""",b'Rated 3 stars out of five stars',"b'October 26, 2019'","{'neg': 0.238, 'neu': 0.649, 'pos': 0.113, 'compound': -0.7358}",-0.7358,Negative,0.2333333333333333,0.35000000000000003,Positive
127,b'The Rahyu',b'This app worked great until I updated my phone and now it wont play any songs or even load the songs. I am more then willing to continue using this app as long as this will be resolved.',b'Rated 3 stars out of five stars',"b'January 6, 2020'","{'neg': 0.051, 'neu': 0.847, 'pos': 0.102, 'compound': 0.4703}",0.4703,Positive,0.375,0.6,Positive
128,b'Muhammed Gamgoum',"b',\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\xa4\xa9\xf0\x9f\xa4\xa9\xf0\x9f\x98\x8e this app saved my time I was worried when I decided to change my mobile to android to lose my play list Best quality easy to use easy to find the songs'",b'Rated 5 stars out of five stars',"b'January 14, 2020'","{'neg': 0.111, 'neu': 0.544, 'pos': 0.345, 'compound': 0.8834}",0.8834,Positive,0.6222222222222222,0.6555555555555556,Positive
129,b'aquariusscenexx 1999',b'I cannot do anything with this app. Please do something. I cannot even listen to the song.',b'Rated 1 stars out of five stars',"b'April 9, 2020'","{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.3182}",0.3182,Positive,0.0,0.0,Negative
130,b'melissa satterfield',b'You need to please UPDATE this app please i like it but it will just stop working and close the app for no reason thank u',b'Rated 2 stars out of five stars',"b'April 6, 2020'","{'neg': 0.17, 'neu': 0.578, 'pos': 0.252, 'compound': 0.1779}",0.1779,Positive,0.0,0.0,Negative
131,b'muus irrr',"b""Everything you would want in a music app. Just would like to download an entire album or playlist at once or have the lyrics in the app. Otherwise, it's a great app overall""",b'Rated 5 stars out of five stars',"b'December 22, 2019'","{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.7845}",0.7845,Positive,0.26666666666666666,0.4583333333333333,Positive
132,b'Mildreth Barker',"b""I can't play songs, i don't know if it's my cellphone or the app, I would be really grateful if someone tells me what to do, or if I should use another app.""",b'Rated 1 stars out of five stars',"b'April 8, 2020'","{'neg': 0.061, 'neu': 0.84, 'pos': 0.099, 'compound': 0.3087}",0.3087,Positive,0.2,0.2,Positive
133,b'Ashleigh Maiuri',"b""The new update doesn't allow me to listen to any music. The app is basically a waste of space on my phone now. It used to be the best music app and it was my go too until the update. I don't understand how a music app doesn't allow U to listen to music""",b'Rated 1 stars out of five stars',"b'October 29, 2019'","{'neg': 0.109, 'neu': 0.817, 'pos': 0.075, 'compound': 0.0176}",0.0176,Positive,0.3121212121212121,0.2515151515151515,Positive
134,b'Ryan Tizzard',b'Amazing!!!!!! I love that you can download songs and listen offline but for FREE which is reall cool only bad thing about the app is that the interface can sometimes be buggy but ussually its fine',b'Rated 5 stars out of five stars',"b'November 2, 2019'","{'neg': 0.121, 'neu': 0.586, 'pos': 0.292, 'compound': 0.8579}",0.8579,Positive,0.28095238095238106,0.7309523809523809,Positive
135,b'vignesh v',"b""Cannot forward the current playing song, in both online and offline mode, please look as quick as possible and get it fixed...@eSound Music Rather than it's an amazing app...""",b'Rated 1 stars out of five stars',"b'November 18, 2019'","{'neg': 0.044, 'neu': 0.727, 'pos': 0.23, 'compound': 0.7506}",0.7506,Positive,0.2333333333333333,0.7,Positive
136,b'NSS',"b'I love this app it us amazing but after the recent update I cant play music I click on the song and it does nothing, even with wifi on. Pls fix this. i also reinstalled it and resynced all my songs in settings but nothing so pls fix this'",b'Rated 2 stars out of five stars',"b'October 27, 2019'","{'neg': 0.084, 'neu': 0.791, 'pos': 0.124, 'compound': 0.267}",0.267,Positive,0.3666666666666667,0.5833333333333334,Positive
137,b'Erik Cullen',"b'Tried muiltiple times too redownload app and sign in with different account and etc to fix songs not playing. Songs are playing and downloading now, but almost every song is missing and it keeps recommending me Spanish songs Will give five stars when fixed'",b'Rated 1 stars out of five stars',"b'October 29, 2019'","{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.5255}",-0.5255,Negative,-0.025,0.2125,Negative
138,b'Hema Bhatoa',"b""It's really good and the best offline music player I have found but it keeps crashing at random points. I hope you can fix this.""",b'Rated 3 stars out of five stars',"b'November 10, 2019'","{'neg': 0.043, 'neu': 0.66, 'pos': 0.297, 'compound': 0.8072}",0.8072,Positive,0.4,0.4666666666666667,Positive
139,b'Mr Manager',"b'This app is really good and plays music good, also if you dont find your songs there you can press the search from youtube button. Only thing i dont like is that sometimes when i put music on and switch apps it stops'",b'Rated 5 stars out of five stars',"b'January 5, 2020'","{'neg': 0.077, 'neu': 0.744, 'pos': 0.179, 'compound': 0.7131}",0.7131,Positive,0.4666666666666666,0.7333333333333334,Positive
140,b'Nyny Comante',"b'Great app, free download of songs for offline play and zero ads, amazing, totally recommend'",b'Rated 4 stars out of five stars',"b'January 17, 2020'","{'neg': 0.063, 'neu': 0.42, 'pos': 0.517, 'compound': 0.8955}",0.8955,Positive,0.4500000000000001,0.8,Positive
141,b'Saba Akhtar',"b'This app is awesome, it works without internet. I love it. You can download any song and it will play when ur offline.'",b'Rated 5 stars out of five stars',"b'December 17, 2019'","{'neg': 0.117, 'neu': 0.658, 'pos': 0.225, 'compound': 0.4822}",0.4822,Positive,0.75,0.8,Positive
142,b'Evie Marshall',b'It sometimes wont play the music i want it to. Sometimes it wont play ANY music. I end up having to delete the app and logging back in after redownloading it.',b'Rated 2 stars out of five stars',"b'October 29, 2019'","{'neg': 0.13, 'neu': 0.829, 'pos': 0.041, 'compound': -0.416}",-0.41600000000000004,Negative,0.0,0.0,Negative
143,b'TheOne Guy',b'Good app n all. I like it that u can find any song. The only problem is that sometimes the music pauses for no reason and it kinda kills the moof but overall great app',b'Rated 4 stars out of five stars',"b'December 7, 2019'","{'neg': 0.139, 'neu': 0.676, 'pos': 0.185, 'compound': 0.5922}",0.5922,Positive,0.375,0.5875,Positive
144,b'Dr\xc4\xb0e 03',"b""Really really excellent app I can't believe it's free \xf0\x9f\xa4\xa8\xf0\x9f\xa4\x94""",b'Rated 5 stars out of five stars',"b'February 13, 2020'","{'neg': 0.197, 'neu': 0.511, 'pos': 0.292, 'compound': 0.3162}",0.3162,Positive,0.7,0.9,Positive
145,b'Huma Ashraf',"b""When the app wasnt working they recommended that i reinstalled it but it still doesn't work. It used to work fine until the update.""",b'Rated 1 stars out of five stars',"b'October 28, 2019'","{'neg': 0.053, 'neu': 0.857, 'pos': 0.09, 'compound': 0.2273}",0.2273,Positive,0.4166666666666667,0.5,Positive
146,b'Heydi Macy-Lopez',b'I like the App very much but it seems like the shuffle option plays the same songs. Also there is no category for Christian music.',b'Rated 2 stars out of five stars',"b'December 27, 2019'","{'neg': 0.089, 'neu': 0.671, 'pos': 0.24, 'compound': 0.5719}",0.5719,Positive,0.08666666666666667,0.12833333333333333,Positive
147,b'H_A_ Z_A_S',b'This app is perfect but some songs are not available so please add more songs and remixes too and by the way the app is glitchy a little bit When ever I want forward the song th changes completely so please fix that',b'Rated 5 stars out of five stars',"b'November 28, 2019'","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.8951}",0.8951,Positive,0.2425,0.5599999999999999,Positive
148,b'Ibrahim Ali',"b'App does not work on chromebook. It works fine on the phone, but the app does not function correctly on th chromebook, because the screen is odd and the content is contantly covered'",b'Rated 1 stars out of five stars',"b'November 5, 2019'","{'neg': 0.083, 'neu': 0.877, 'pos': 0.04, 'compound': -0.3716}",-0.3716,Negative,0.125,0.375,Positive
149,b'nagina parveen',b'Im giving this app a 1 because it used to be amazing before the update.i re downloaded the app and i cant listen to music without wifi or if i do the app crashes.Yes i updated the app and re downloaded it so please fix this.it would be a 5 if it wasnt for the new update',b'Rated 1 stars out of five stars',"b'October 28, 2019'","{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.8478}",0.8478,Positive,0.3681818181818182,0.6772727272727272,Positive
150,b'Jay Cardinal',"b""Has a few bugs when you skip a song, doesn't play until you hit play on the screen""",b'Rated 3 stars out of five stars',"b'December 12, 2019'","{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4717}",-0.4717,Negative,-0.2,0.1,Negative
151,b'jayson pantazis',"b""Alot of downloaded songs don't play""",b'Rated 3 stars out of five stars',"b'February 2, 2020'","{'neg': 0.289, 'neu': 0.711, 'pos': 0.0, 'compound': -0.2584}",-0.2584,Negative,0.0,0.0,Negative
152,b'\xea\xa7\x81\xe0\xbc\x92\xe1\x94\x95KY\xe1\x97\xafEE\xe0\xbc\x92\xea\xa7\x82',b'Not the best music app to download it always crashes even it has no ads save songs on your profile still crashes and not all songs you search is available in this one like literally limited',b'Rated 1 stars out of five stars',"b'October 30, 2019'","{'neg': 0.091, 'neu': 0.689, 'pos': 0.22, 'compound': 0.7783}",0.7783,Positive,0.4428571428571429,0.2809523809523809,Positive
153,b'Raye Eemi',"b""Pretty good but it won't let you skip to a certain part of a song, or is that just me? Lmk..""",b'Rated 4 stars out of five stars',"b'November 16, 2019'","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",0.5574,Positive,0.3880952380952381,0.7238095238095239,Positive
154,b'Sadia Sumbal',b'The app is nice but it does not shows show lyrics and there is a problem with touch and sensitivity in the app.',b'Rated 4 stars out of five stars',"b'December 15, 2019'","{'neg': 0.139, 'neu': 0.786, 'pos': 0.075, 'compound': -0.3919}",-0.3919,Negative,0.6,1.0,Positive
155,b'Ariel J. Saint-Clair',"b'It is a very good alternative to Spotify, I have been using it for two weeks and I have almost had no failures'",b'Rated 4 stars out of five stars',"b'January 12, 2020'","{'neg': 0.187, 'neu': 0.684, 'pos': 0.128, 'compound': -0.1192}",-0.1192,Negative,0.91,0.7800000000000001,Positive
156,b'Jos\xc3\xa9 Guti\xc3\xa9rrez 7u7.',"b'It has improved since the lastest updates, just it sometimes keep crashing in my phone but afterall, I really like the app!'",b'Rated 4 stars out of five stars',"b'November 30, 2019'","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.7211}",0.7211,Positive,0.25,0.2,Positive
157,b'Khaing Lin',b'This is so bad. cant even play a song.',b'Rated 1 stars out of five stars',"b'March 13, 2020'","{'neg': 0.521, 'neu': 0.479, 'pos': 0.0, 'compound': -0.7599}",-0.7599,Negative,-0.6999999999999998,0.6666666666666666,Negative
158,b'herminio lopez',"b""At first it was great but now, my music won't play anymore even though I have them all fully downloaded""",b'Rated 2 stars out of five stars',"b'December 31, 2019'","{'neg': 0.116, 'neu': 0.769, 'pos': 0.115, 'compound': -0.001}",-0.001,Negative,0.525,0.5416666666666666,Positive
159,b'MrExotic',b'It great when you have to go offline but it just needs one thing and it is to stop glitching out the playlist',b'Rated 5 stars out of five stars',"b'January 3, 2020'","{'neg': 0.152, 'neu': 0.752, 'pos': 0.096, 'compound': -0.128}",-0.128,Negative,0.8,0.75,Positive
